406.186	0.415841
407.959	2.21249
409.731	29.9087
411.502	1.18484
413.274	4.43126
415.042	20.0835
416.813	4.76673
418.583	3.89237
420.353	5.45996
422.123	11.8407
423.89	15.4215
425.659	1.28686
427.427	3.31525
429.196	0.558969
430.961	0.792608
432.729	13.4428
434.496	3.0289
436.261	1.30083
438.027	1.8706
439.794	5.91746
441.559	0.225981
443.323	5.47093
445.088	2.24045
446.853	16.7949
448.615	7.18068
450.379	17.3835
452.143	10.6316
453.904	0.0345898
455.668	15.9204
457.43	6.21012
459.191	14.8661
460.953	0.725277
462.713	0.326548
464.474	23.054
466.235	15.7301
467.994	4.03912
469.754	10.0308
471.512	11.8495
473.272	6.96473
475.031	10.318
476.788	4.11489
478.547	16.9031
480.303	9.09972
482.061	10.1206
483.817	2.99821
485.574	5.22111
487.329	11.9161
489.086	3.26405
490.84	1.48328
492.596	13.5696
494.35	5.97227
496.105	2.77767
497.858	12.4224
499.613	11.3155
501.365	7.90744
503.119	5.23117
504.871	11.9318
506.624	2.52222
508.375	11.3974
510.128	9.33067
511.878	1.76581
513.63	1.24913
515.38	0.968398
517.129	16.442
518.88	12.4784
520.628	13.7791
522.379	7.57738
524.127	2.35105
525.874	0.613852
527.623	8.8678
529.37	4.55593
531.117	15.9522
532.865	4.69264
534.611	2.13866
536.359	23.8686
538.104	26.2081
539.849	3.41595
541.596	1.41919
543.34	1.31037
545.084	11.2743
546.827	13.8766
548.573	6.36575
550.315	1.01563
552.058	6.38377
553.802	11.8501
555.544	11.5222
557.286	6.64051
559.027	3.42121
560.77	1.10851
562.511	0.153804
564.251	7.49925
565.991	3.4038
567.732	0.683488
569.472	13.8268
571.211	2.87856
572.949	2.27434
574.687	28.2386
576.427	15.7218
578.165	7.52645
579.902	3.34064
581.639	11.0628
583.376	5.52913
585.114	5.38109
586.85	12.7682
588.586	4.06157
590.321	6.64107
592.056	2.32419
593.79	2.27737
595.525	8.3929
597.259	4.92411
598.994	6.57967
600.728	18.5295
602.461	1.90638
604.193	0.0407257
605.925	4.64767
607.657	11.3049
609.389	4.85108
611.12	2.62141
612.851	1.69589
614.582	30.1406
616.312	2.94051
618.042	5.8217
619.772	7.80678
621.501	3.75288
623.23	13.4823
624.959	1.96978
626.687	10.2345
628.415	6.62541
630.143	7.57346
631.87	2.15269
633.597	1.43576
635.324	2.52611
637.05	5.38214
638.777	2.07941
640.502	10.1429
642.228	3.50034
643.953	18.3431
645.677	7.1285
647.402	6.08919
649.126	8.29247
650.85	4.03923
652.573	3.18753
654.294	6.13962
656.017	0.995842
657.739	0.409703
659.461	6.0705
661.183	10.8993
662.905	4.37002
664.626	1.11951
666.347	14.7013
668.065	2.9646
669.785	9.80969
671.505	7.63525
673.225	8.11124
674.944	4.35365
676.661	5.8212
678.379	5.98825
680.097	4.13716
681.815	3.45237
683.533	1.70822
685.248	0.550292
686.965	12.2624
688.681	2.10124
690.398	3.06236
692.111	3.74588
693.827	7.43526
695.542	3.87985
697.257	1.8989
