401.719	24.569
403.49	10.8633
405.26	4.21672
407.03	11.0112
408.8	10.4043
410.569	6.15813
412.338	2.54715
414.107	2.91038
415.875	10.8609
417.643	5.29361
419.411	5.23378
421.178	1.00822
422.943	13.3476
424.71	10.5289
426.476	14.643
428.242	18.8245
430.008	10.3219
431.773	0.951623
433.538	15.5039
435.301	29.3886
437.065	14.9321
438.829	1.73526
440.592	11.3792
442.356	19.4903
444.119	29.462
445.879	31.0867
447.641	19.8028
449.403	2.4939
451.165	9.31253
452.924	2.36424
454.685	2.69977
456.446	4.05596
458.206	0.0441268
459.964	2.2529
461.723	7.50997
463.482	1.79045
465.239	0.578692
466.998	5.10574
468.756	7.0127
470.514	13.0797
472.269	6.89645
474.026	20.58
475.783	15.735
477.538	10.9332
479.294	0.425797
481.048	1.90882
482.803	8.32076
484.558	3.38524
486.311	2.8732
488.066	6.11773
489.82	10.3585
491.571	2.02027
493.325	0.806604
495.076	1.0286
496.829	9.80462
498.579	6.07861
500.331	17.536
502.083	18.1678
503.833	12.3521
505.584	16.1214
507.333	15.1508
509.083	6.22927
510.831	10.0156
512.581	6.23854
514.328	3.04873
516.077	12.15
517.824	10.8842
519.573	5.77004
521.319	11.4482
523.064	1.30108
524.812	2.43695
526.557	8.37119
528.304	1.73963
530.048	6.50766
531.794	6.64552
533.538	5.13845
535.281	7.08758
537.026	11.0885
538.769	5.11216
540.514	8.62037
542.256	15.9024
543.997	22.077
545.741	6.22116
547.482	1.08778
549.223	19.058
550.965	30.9898
552.705	14.2887
554.445	1.22663
556.187	2.14155
557.926	13.4979
559.664	24.0263
561.403	29.2989
563.143	3.85755
564.881	24.9217
566.618	16.1791
568.357	10.7401
570.094	6.44729
571.83	1.98854
573.567	8.61586
575.302	15.1971
577.04	8.77915
578.775	6.67266
580.51	16.5121
582.244	14.6059
583.978	8.19393
585.714	7.19998
587.448	4.62443
589.181	5.51109
590.913	1.98311
592.646	10.2183
594.378	7.33654
596.112	7.2632
597.843	5.59229
599.575	11.7874
601.305	4.014
603.036	4.90485
604.766	5.79306
606.496	15.6719
608.225	14.7238
609.955	11.8901
611.683	7.08496
613.412	7.23369
615.14	5.83723
616.87	4.59437
618.597	5.08162
620.325	10.5401
622.052	8.97636
623.778	5.78272
625.504	11.413
627.23	4.40024
628.956	4.26032
630.681	1.58021
632.406	7.26915
634.128	10.6237
635.853	18.7065
637.577	24.1753
639.3	11.4564
641.024	12.1118
642.746	30.8651
644.469	47.4857
646.191	38.3538
647.913	34.8055
649.635	27.0013
651.356	20.8221
653.077	18.9235
654.796	29.3809
656.516	28.869
658.236	10.0537
659.956	5.36744
661.675	2.85138
663.394	16.3246
665.111	13.462
